[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  6.432E+03  3.293E+03  8.583E+03  9.858E+03  3.151E+03  1.937E+03  2.214E+04  1.437E+04  3.433E+03  0.000E+00
  0.000E+00  1.000E+04  1.477E+04  9.912E+02  1.225E+04  1.322E+04  1.655E+03  1.169E+04  2.536E+04  1.889E+04
  7.223E+03  1.847E+04  9.678E+03  7.816E+03  1.035E+04  1.072E+04  3.683E+03  1.679E+04  0.000E+00  8.601E+03
  5.739E+03  1.300E+04  1.854E+04  1.718E+04  2.324E+04  2.053E+04  8.601E+03  2.718E+04  1.903E+04  2.589E+03
  1.723E+03  2.125E+04  0.000E+00  9.872E+03  2.563E+04  1.968E+04  3.308E+03  4.683E+03  1.114E+03  6.054E+03
  1.186E+04  1.352E+04  2.476E+04  1.069E+04  1.580E+04  2.232E+04  1.323E+04  4.211E+03  7.003E+03  3.344E+03
  9.491E+03  1.670E+04  5.265E+03  8.230E+03  1.648E+04  1.279E+04  2.143E+03  1.684E+04  5.277E+03  1.412E+04
  6.236E+03  8.169E+03  2.275E+04  7.192E+03  2.269E+04  1.342E+04  1.946E+04  1.066E+04  2.211E+03  1.331E+04
  1.228E+04  2.495E+04  2.167E+04  3.605E+04  2.086E+04  1.214E+04  9.084E+03  3.332E+03  1.654E+04  1.528E+04
  1.417E+04  7.378E+03  3.512E+04  2.438E+04  1.641E+04  3.045E+04  2.201E+04  2.492E+04  2.457E+04  1.944E+04
  1.846E+04  1.720E+04  9.174E+03  1.251E+04  2.044E+04  4.592E+03  1.596E+04  2.487E+04  1.202E+04  1.227E+04
  7.930E+03  1.215E+04  2.189E+04  2.631E+04  2.218E+04  1.840E+04  1.219E+04  9.432E+03  1.540E+04  2.039E+04
  2.045E+04  2.766E+04  1.736E+04  2.877E+04  1.498E+04  2.183E+04  1.547E+04  1.457E+04  1.003E+04  1.882E+04
  5.318E+04  3.740E+04  2.697E+04  3.696E+04  4.087E+04  5.888E+04  1.922E+04  2.273E+04  1.293E+04  3.434E+04
  3.314E+04  2.756E+04  5.265E+04  1.832E+04  1.429E+04  2.959E+04  3.214E+04  3.573E+04  1.866E+04  3.747E+04
  2.543E+04  2.041E+04  2.443E+04  2.787E+04  1.395E+04  2.301E+04  1.999E+04  1.577E+04  2.418E+04  2.539E+04
  2.036E+04  1.033E+04  1.613E+03  1.876E+04  3.183E+04  1.175E+04  2.130E+04  1.964E+04  1.208E+04  9.010E+03
  2.627E+04  2.666E+04  7.718E+03  1.574E+04  8.561E+03  5.159E+03  1.101E+03  1.104E+04  1.633E+04  2.326E+03
  1.740E+03  6.719E+03  0.000E+00  5.499E+03  7.346E+03  6.275E+03  8.179E+03  3.735E+03  9.521E+02  9.759E+03
  8.176E+03  0.000E+00  6.913E+03  9.686E+03  4.325E+03  0.000E+00  2.136E+03  1.102E+04  9.529E+03  9.529E+03
  8.566E+03  6.509E+03  9.462E+03  9.462E+03  9.462E+03  5.137E+03  8.588E+03  1.757E+03  2.073E+04  1.837E+04
  2.730E+04  3.941E+04  3.898E+04  2.573E+04  8.917E+03  1.288E+04  1.496E+04  0.000E+00  1.562E+04  4.483E+04
  2.329E+04  0.000E+00  1.075E+04  2.067E+04  1.745E+04  2.817E+04  2.298E+04  1.627E+04  1.427E+04  1.997E+04
  5.774E+03  1.004E+04  6.228E+03  1.403E+04  1.926E+04  3.582E+04  2.585E+04  3.566E+04  5.714E+04  2.449E+04
  2.751E+04  3.167E+04  3.833E+04  3.701E+04  3.842E+04  2.135E+04  4.004E+04  9.125E+03  1.229E+03  4.925E+04
  1.891E+04  9.482E+03  4.196E+03  1.422E+04  2.710E+04  4.565E+04  3.147E+04  2.088E+04  4.233E+04  4.194E+04
  4.934E+04  5.963E+04  2.417E+04  2.355E+04  1.370E+04  1.185E+04  4.829E+04  3.330E+04  3.603E+04  1.291E+04
  2.881E+04  1.533E+04  5.860E+04  6.871E+04  5.749E+04  4.388E+04  2.800E+04  3.373E+04  5.979E+04  2.603E+04
  2.666E+04  5.073E+04  6.463E+04  3.652E+04  3.327E+04  3.226E+04  3.184E+04  5.067E+04  3.356E+04  3.560E+04
  3.552E+04  5.438E+04  6.245E+04  5.787E+04  3.451E+04  4.416E+04  6.858E+04  5.300E+04  5.423E+04  3.991E+04
  2.421E+04  3.199E+04  4.875E+04  5.363E+04  4.011E+04  6.537E+04  7.496E+04  5.047E+04  6.653E+04  4.620E+04
  6.911E+04  3.542E+04  5.199E+04  4.256E+04  4.547E+04  8.251E+04  4.050E+04  4.106E+04  2.194E+04  4.154E+04
  4.299E+04  4.620E+04  2.657E+04  5.055E+04  1.971E+04  3.970E+04  4.347E+04  1.607E+04  1.525E+04  2.414E+04
  1.837E+04  3.741E+04  3.571E+04  3.070E+04  3.582E+04  2.163E+04  3.515E+04  4.496E+04  5.837E+04  2.868E+04
  2.585E+04  3.816E+04  3.233E+04  6.114E+04  4.019E+04  5.462E+04  6.608E+04  7.941E+04  5.412E+04  7.133E+04
  6.957E+04  4.451E+04  5.893E+04  5.071E+04  6.875E+04  9.859E+04  7.061E+04  9.810E+04  5.235E+04  7.875E+04
  5.610E+04  9.307E+04  6.203E+04  9.379E+04  5.743E+04  6.608E+04  1.300E+05  8.473E+04  8.633E+04  1.066E+05
  6.714E+04  7.352E+04  5.139E+04  9.763E+04  5.576E+04  8.110E+04  1.027E+05  7.334E+04  1.085E+05  4.785E+04
  3.331E+04  3.358E+04  5.015E+04  7.127E+04  5.095E+04  7.327E+04  5.690E+04  2.124E+04  6.519E+04  5.078E+04
  6.187E+04  3.811E+04  2.555E+04  2.720E+04  4.131E+04  2.248E+04  6.099E+04  2.190E+04  1.633E+04  4.619E+04
  6.461E+04  2.527E+04  5.209E+04  2.074E+04  1.566E+04  5.039E+04  3.241E+04  3.942E+04  3.527E+04  2.245E+04
  3.574E+04  4.334E+04  1.666E+04  2.474E+04  3.747E+03  2.828E+03  3.643E+03  9.477E+03  2.675E+04  1.298E+04
  5.645E+03  7.842E+03  2.130E+04  2.308E+04  3.382E+04  2.095E+04  3.448E+04  2.523E+04  2.289E+04  3.430E+04
  2.101E+04  4.817E+03  1.489E+04  2.938E+04  1.224E+04  7.460E+03  1.730E+04  2.338E+04  2.316E+04  2.988E+04
  1.300E+04  0.000E+00  5.464E+02  2.481E+04  4.432E+04  2.182E+04  2.818E+04  2.253E+04  1.840E+04  1.058E+04
  1.773E+04  9.761E+03  2.158E+04  7.822E+03  1.258E+03  1.012E+01  6.628E+03  1.538E+04  2.592E+04  5.369E+03
  2.151E+04  2.258E+04  1.649E+04  1.712E+04  0.000E+00  6.146E+03  1.756E+04  1.077E+04  1.411E+04  2.144E+04
  1.411E+04  3.559E+03  7.961E+03  7.929E+03  5.903E+03  3.563E+03  2.075E+04  1.492E+04  3.141E+03  2.354E+04
  2.229E+04  3.361E+03  0.000E+00  9.531E+03  3.580E+04  9.368E+03  0.000E+00  1.539E+04  5.126E+03  6.528E+03
  1.037E+04  1.500E+04  8.165E+03  6.591E+03  1.726E+04  1.536E+04  8.107E+03  2.240E+04  1.565E+04  2.402E+03
  1.296E+04  8.450E+03  6.526E+03  1.362E+04  8.626E+03  0.000E+00  7.080E+03  3.750E+03  2.058E+04  9.927E+03
  1.202E+04  7.015E+03  6.156E+03  1.801E+04  1.253E+04  1.254E+04  1.050E+04  7.541E+03  2.347E+04  1.959E+04
  6.484E+03  1.363E+04  3.228E+03  4.889E+03  4.748E+03  1.059E+04  1.936E+04  1.859E+04  7.161E+03  2.037E+04
  1.075E+04  1.272E+04  1.985E+04  2.212E+04  3.136E+04  2.588E+04  2.953E+04  3.302E+04  1.087E+04  1.420E+04
  7.482E+03  1.209E+04  0.000E+00  1.080E+04  1.349E+04  3.610E+03  0.000E+00  0.000E+00  8.319E+03  1.439E+04
  2.605E+03  1.944E+04  1.860E+04  2.644E+04  0.000E+00  1.594E+03  1.726E+04  0.000E+00  1.047E+04  1.460E+04
  2.780E+04  3.393E+04  1.029E+04  3.987E+03  1.326E+04  9.329E+03  3.461E+03  1.283E+04  1.407E+04  9.132E+03
  1.637E+04  4.806E+03  1.042E+04  8.326E+03  3.451E+03  1.397E+04  9.102E+03  2.251E+04  1.616E+04  5.768E+03
  2.282E+04  2.026E+04  2.791E+04  1.398E+04  6.823E+03  1.186E+04  2.106E+04  3.436E+04  1.711E+04  1.966E+04
  3.328E+04  4.339E+04  2.301E+04  6.219E+03  2.292E+04  2.150E+04  2.108E+04  1.042E+04  8.439E+03  1.729E+04
  2.428E+04  3.073E+04  3.192E+04  2.269E+04  2.290E+04  1.380E+04  1.454E+04  2.845E+04  1.467E+04  3.076E+03
  7.701E+03  4.674E+03  3.494E+04  1.809E+04  2.517E+04  2.004E+04  1.325E+04  1.104E+04  2.611E+04  2.721E+04
  8.353E+03  4.294E+04  2.684E+04  2.417E+04  2.161E+04  1.581E+04  1.652E+04  3.146E+04  2.133E+04  1.440E+04
  3.862E+04  2.134E+04  2.928E+04  3.304E+04  4.267E+04  5.592E+04  7.739E+03  3.811E+04  2.951E+04  3.336E+04
  2.844E+04  3.325E+04  3.494E+04  1.639E+04  1.869E+04  3.371E+04  3.144E+04  1.651E+04  2.561E+04  2.184E+04
  1.323E+04  3.299E+04  9.007E+03  2.145E+04  2.925E+04  1.119E+04  2.159E+03  1.574E+04  1.428E+04  2.501E+04
  6.582E+03  2.120E+04  4.742E+03  2.414E+04  1.723E+04  1.554E+04  1.539E+04  1.288E+04  1.296E+04  2.115E+04
  2.026E+04  1.564E+04  1.467E+04  1.463E+04  1.442E+04  4.501E+03  1.777E+04  6.132E+03  2.639E+03  0.000E+00
  0.000E+00  0.000E+00  0.000E+00  2.068E+03  2.915E+03  1.312E+04  1.507E+04  1.540E+04  1.913E+04  1.376E+04
  2.216E+04  2.593E+04  7.702E+03  0.000E+00  5.361E+03  9.686E+03  5.877E+03  1.349E+03  9.997E+03  2.015E+03
  3.026E+03  1.507E+04  1.514E+04  9.751E+03  5.884E+03  5.204E+03  1.658E+04  9.462E+03  1.868E+04  1.378E+04
  1.706E+03  1.497E+04  2.343E+04  2.396E+04  4.080E+04  2.762E+04  3.609E+04  1.509E+04  1.570E+04  2.247E+04
  3.465E+04  1.618E+04  7.347E+03  1.035E+04  1.506E+04  1.223E+04  1.956E+04  3.955E+04  5.545E+03  1.516E+04
  1.512E+04  1.080E+04  1.097E+04  1.258E+03  1.269E+04  1.794E+04  4.509E+04  5.904E+04  3.248E+04  3.264E+04
  3.206E+04  3.945E+04  2.413E+04  3.608E+04  4.677E+04  1.854E+04  3.913E+04  2.408E+04  5.510E+03  2.985E+04
  2.831E+04  1.344E+04  1.333E+04  8.295E+03  2.345E+04  3.047E+04  1.866E+04  4.093E+04  4.553E+04  3.089E+04
  4.196E+04  3.502E+04  5.278E+04  3.963E+04  2.745E+04  1.688E+04  4.468E+04  2.555E+04  6.658E+03  2.352E+04
  3.785E+04  3.379E+04  6.836E+04  3.733E+04  4.978E+04  5.116E+04  6.821E+04  4.967E+04  3.580E+04  3.183E+04
  3.245E+04  3.133E+04  4.519E+04  5.893E+04  7.613E+04  5.032E+04  4.141E+04  3.932E+04  3.302E+04  5.432E+04
  4.826E+04  5.575E+04  4.770E+04  4.408E+04  5.395E+04  7.986E+04  7.709E+04  3.299E+04  5.194E+04  4.209E+04
  1.582E+04  2.230E+04  4.227E+04  5.410E+04  4.580E+04  7.813E+04  7.563E+04  5.853E+04  5.433E+04  5.495E+04
  6.123E+04  6.243E+04  4.582E+04  3.411E+04  4.021E+04  4.604E+04  7.563E+04  6.939E+04  3.784E+04  2.603E+04
  3.383E+04  2.304E+04  4.981E+04  6.243E+04  4.114E+04  3.478E+04  1.851E+04  3.284E+04  1.785E+04  4.124E+04
  3.003E+04  2.398E+04  2.904E+04  3.749E+04  5.245E+04  5.616E+04  2.406E+04  3.894E+04  4.413E+04  4.731E+04
  3.427E+04  2.205E+04  3.655E+04  6.687E+04  5.761E+04  6.039E+04  4.547E+04  7.006E+04  7.001E+04  5.993E+04
  6.760E+04  6.004E+04  6.130E+04  4.545E+04  9.837E+04  8.492E+04  8.297E+04  1.050E+05  8.595E+04  7.512E+04
  7.189E+04  1.098E+05  6.925E+04  8.337E+04  8.105E+04  8.328E+04  1.166E+05  8.106E+04  9.497E+04  1.010E+05
  5.298E+04  8.260E+04  9.174E+04  1.072E+05  7.058E+04  8.236E+04  1.121E+05  7.993E+04  7.116E+04  5.117E+04
  2.703E+04  3.827E+04  8.367E+04  5.300E+04  7.213E+04  3.944E+04  4.671E+04  5.846E+04  5.607E+04  5.768E+04
  3.934E+04  2.802E+04  1.468E+04  2.734E+04  3.425E+04  4.693E+04  3.539E+04  2.133E+04  4.216E+04  5.532E+04
  3.746E+04  4.874E+04  3.826E+04  3.942E+04  5.444E+04  4.370E+04  6.086E+04  2.325E+04  1.964E+04  1.652E+04
  3.691E+04  5.670E+04  3.533E+04  2.961E+03  0.000E+00  6.928E+03  5.878E+03  1.248E+04  2.224E+04  5.952E+03
  7.409E+03  1.614E+04  2.340E+04  3.768E+04  4.915E+04  1.952E+04  2.720E+04  2.091E+04  1.680E+04  1.322E+04
  1.229E+04  3.241E+04  1.514E+04  3.285E+03  2.000E+04  2.768E+04  2.044E+04  1.984E+04  1.282E+04  4.731E+03
  5.950E+03  1.311E+04  2.054E+04  8.912E+03  1.537E+04  7.917E+03  2.967E+04  2.226E+04  1.798E+04  5.118E+03
  1.079E+04  1.094E+04  2.402E+04  9.635E+03  9.605E+03  8.599E+03  1.558E+04  1.362E+04  1.782E+04  2.213E+04
  2.202E+04  7.138E+03  1.936E+03  7.997E+03  0.000E+00  2.455E+04  6.648E+03  9.554E+03  1.245E+04  1.271E+04
  1.256E+04  8.790E+03  9.008E+03  0.000E+00  1.977E+04  0.000E+00  1.627E+04  1.920E+04  2.154E+04  1.731E+04
  7.463E+03  1.829E+03  4.592E+03  1.317E+04  3.337E+04  1.247E+04  4.543E+03  2.246E+04  1.946E+04  2.426E+04
  6.760E+03  1.171E+04  1.340E+04  1.252E+04  1.943E+04  2.610E+04  2.423E+04  5.813E+03  6.412E+03  1.779E+04
  1.313E+04  4.380E+03  4.077E+04  2.669E+04  2.276E+02  0.000E+00  5.659E+03  2.578E+03  1.701E+04  7.277E+03
  1.359E+04  3.612E+03  1.268E+04  7.738E+03  1.609E+04  8.617E+02  1.127E+04  1.183E+04  1.245E+04  1.027E+04
  5.012E+03  1.069E+04  7.895E+03  5.715E+03  9.404E+03  5.633E+02  1.120E+04  5.335E+04  3.097E+04  3.891E+04
  2.586E+04  3.074E+04  2.827E+04  2.032E+04  1.784E+04  8.474E+03  6.413E+03  1.016E+04  7.683E+03  5.948E+03
  2.955E+03  5.381E+03  6.468E+02  1.611E+04  4.195E+03  0.000E+00  0.000E+00  3.926E+03  1.125E+04  1.118E+04
  2.526E+04  1.457E+04  2.093E+04  1.584E+04  0.000E+00  5.936E+03  1.222E+04  1.620E+04  4.855E+03  1.102E+04
  3.710E+03  0.000E+00  0.000E+00  1.939E+04  1.155E+04  1.259E+04  1.166E+04  1.625E+04  1.151E+04  5.131E+03
  1.418E+04  1.448E+04  9.379E+03  1.387E+04  1.747E+04  1.349E+04  2.317E+04  3.843E+04  1.479E+04  0.000E+00
  2.697E+04  1.268E+04  1.155E+04  1.555E+04  1.137E+04  2.097E+04  2.119E+04  2.277E+04  2.005E+04  2.351E+04
  1.175E+04  1.651E+04  1.764E+04  1.355E+04  1.947E+04  1.754E+04  2.106E+04  2.203E+04  1.251E+04  1.534E+04
  1.114E+04  1.828E+04  1.156E+04  3.671E+03  1.280E+04  4.943E+03  9.464E+03  1.444E+04  1.438E+04  2.756E+04
  2.172E+04  1.762E+04  2.336E+04  2.783E+04  4.734E+04  3.479E+04  3.196E+04  1.768E+04  8.673E+03  2.287E+04
  1.917E+04  2.929E+04  2.747E+04  2.125E+04  2.904E+04  1.166E+02  1.781E+04  1.797E+04  1.262E+04  1.209E+04
  1.021E+04  1.595E+04  1.921E+04  2.957E+04  2.498E+04  3.686E+04  2.436E+04  2.231E+04  4.305E+04  1.915E+04
  1.112E+04  5.814E+04  1.655E+04  2.199E+04  1.834E+04  2.697E+04  2.641E+04  2.989E+04  2.874E+04  2.035E+04
  1.739E+04  1.561E+04  1.224E+04  1.532E+04  1.737E+04  1.004E+04  3.611E+04  5.359E+03  4.918E+03  2.253E+04
  1.542E+03  6.836E+03  2.969E+03  2.901E+04  1.595E+04  8.597E+03  3.182E+03  1.407E+04  1.023E+04  1.499E+04
  1.550E+04  6.944E+03  9.213E+03  1.843E+04  2.000E+04  6.894E+03  0.000E+00  5.740E+03  9.972E+03  1.136E+04
  0.000E+00  0.000E+00  0.000E+00  6.817E+03  0.000E+00  3.313E+02  1.026E+04  2.253E+03  0.000E+00  5.377E+03
  9.714E+03  9.825E+03  2.114E+04  2.635E+04  1.627E+04  1.235E+04  1.757E+04  1.835E+04  9.224E+03  1.056E+04
  5.101E+03  0.000E+00  9.165E+03  3.127E+03  1.693E+04  9.529E+03  1.664E+04  7.935E+03  1.662E+04  1.421E+04
  9.462E+03  9.462E+03  2.476E+04  3.413E+04  1.021E+04  2.140E+04  1.927E+04  2.847E+04  1.693E+04  3.173E+04
  1.910E+04  3.302E+04  3.338E+04  9.932E+03  2.591E+04  2.672E+03  2.576E+04  1.912E+04  2.242E+04  2.153E+03
  1.810E+04  1.143E+04  7.283E+03  1.295E+04  1.116E+04  5.441E+03  2.283E+04  4.241E+04  4.180E+04  4.466E+04
  2.172E+04  4.392E+04  2.800E+04  3.861E+04  4.173E+04  2.629E+04  2.660E+04  3.191E+04  2.255E+04  2.977E+04
  3.445E+04  1.846E+04  2.369E+04  2.537E+04  2.843E+04  3.744E+04  1.759E+04  3.249E+04  4.097E+04  3.511E+04
  3.753E+04  3.405E+04  5.196E+04  3.689E+04  1.182E+04  4.442E+04  4.249E+04  4.017E+04  1.584E+04  2.535E+04
  3.538E+04  6.420E+04  3.439E+04  3.959E+04  3.681E+04  3.793E+04  5.877E+04  7.446E+04  4.413E+04  3.848E+04
  4.843E+04  3.290E+04  5.561E+04  6.819E+04  5.765E+04  4.199E+04  4.951E+04  3.549E+04  3.347E+04  4.498E+04
  6.514E+04  4.638E+04  5.181E+04  4.904E+04  3.545E+04  6.833E+04  6.074E+04  5.192E+04  5.388E+04  3.345E+04
  2.238E+04  2.784E+04  4.172E+04  6.438E+04  5.455E+04  5.513E+04  6.701E+04  7.184E+04  5.300E+04  7.554E+04
  3.822E+04  9.602E+04  4.498E+04  3.983E+04  5.993E+04  2.706E+04  4.340E+04  5.567E+04  7.785E+04  4.282E+04
  3.701E+04  2.199E+04  3.644E+04  3.806E+04  7.595E+04  2.687E+04  4.665E+04  4.613E+04  2.736E+04  2.030E+04
  2.651E+04  3.828E+04  2.232E+04  5.134E+04  6.157E+04  4.667E+04  4.786E+04  2.664E+04  4.287E+04  4.018E+04
  6.369E+04  3.567E+04  7.647E+04  5.645E+04  4.678E+04  3.119E+04  2.390E+04  6.418E+04  7.914E+04  6.731E+04
  7.060E+04  4.859E+04  1.015E+05  9.671E+04  7.054E+04  1.107E+05  8.707E+04  1.271E+05  1.064E+05  9.736E+04
  6.960E+04  1.116E+05  7.428E+04  9.806E+04  7.159E+04  9.033E+04  9.395E+04  6.860E+04  9.538E+04  1.003E+05
  6.028E+04  9.449E+04  1.085E+05  9.778E+04  9.439E+04  8.713E+04  1.042E+05  8.682E+04  6.714E+04  3.124E+04
  4.306E+04  2.760E+04  7.552E+04  7.610E+04  5.140E+04  3.986E+04  2.810E+04  5.408E+04  5.781E+04  7.690E+04
  1.982E+04  3.651E+04  1.996E+04  2.541E+04  5.340E+04  4.272E+04  1.661E+04  4.239E+04  5.791E+04  4.814E+04
  5.449E+04  4.826E+04  6.036E+04  5.448E+04  4.329E+04  3.506E+04  9.039E+03  2.281E+04  1.118E+04  3.423E+04
  4.024E+04  3.535E+04  1.989E+04  2.294E+04  1.719E+04  1.336E+04  1.005E+04  1.638E+04  1.625E+04  8.048E+03
  1.751E+04  2.384E+04  3.491E+04  3.116E+04  2.891E+04  1.738E+04  7.206E+03  1.475E+04  4.517E+04  2.509E+04
  2.313E+04  2.039E+04  1.622E+04  1.927E+04  2.460E+04  2.129E+04  3.217E+03  4.561E+02  2.161E+04  3.038E+04
  3.104E+04  1.569E+04  1.691E+04  1.464E+04  1.473E+04  2.990E+03  4.342E+03  2.524E+04  1.346E+04  1.422E+04
  2.285E+04  1.846E+04  1.195E+04  8.313E+03  1.349E+04  1.945E+04  2.786E+04  2.070E+04  1.173E+04  8.575E+03
  1.531E+04  1.584E+04  9.395E+03  1.689E+04  1.425E+04  1.495E+04  1.005E+04  1.080E+04  2.103E+03  2.094E+04
  7.373E+03  9.219E+03  9.567E+03  1.687E+03  1.008E+04  5.688E+03  2.677E+04  3.893E+04  1.989E+04  2.106E+04
  6.008E+03  4.964E+03  5.159E+03  5.951E+03  2.600E+04  2.832E+04  1.799E+04  2.014E+04  2.145E+04  2.613E+04
  2.019E+04  1.928E+04  2.138E+04  9.854E+03  2.182E+04  1.056E+04  1.889E+04  2.519E+03  6.753E+03  1.177E+04
  1.572E+04  8.924E+03  1.352E+04  6.193E+03  3.083E+03  9.545E+03  1.684E+04  1.472E+04  1.146E+04  2.005E+04
  2.286E+04  0.000E+00  1.303E+04  4.979E+03  1.529E+04  5.839E+03  1.671E+04  9.587E+03  9.856E+02  0.000E+00
  3.943E+03  1.895E+04  2.590E+04  2.403E+04  3.171E+04  1.886E+04  2.415E+04  3.521E+04  1.743E+04  1.797E+04
  2.475E+04  4.166E+04  1.030E+04  9.164E+03  1.117E+04  2.354E+04  5.477E+03  2.823E+03  1.465E+03  0.000E+00
  0.000E+00  4.422E+03  1.551E+04  1.965E+04  1.477E+03  4.800E+03  4.252E+03  8.751E+03  1.885E+04  1.149E+04
  1.533E+04  2.863E+03  2.527E+04  1.216E+04  1.595E+04  1.261E+04  5.514E+03  5.911E+03  1.070E+04  1.343E+04
  1.054E+04  1.458E+04  5.234E+03  1.419E+04  1.108E+04  1.107E+04  6.198E+03  1.855E+04  5.927E+03  1.985E+04
  7.759E+03  1.295E+04  8.179E+03  7.859E+03  2.112E+04  1.485E+04  1.368E+04  2.752E+03  1.662E+04  1.607E+04
  1.651E+04  6.191E+03  6.033E+03  1.502E+04  8.047E+03  1.880E+04  6.814E+03  1.964E+04  2.277E+04  1.386E+04
  1.501E+04  2.546E+04  1.919E+04  2.073E+04  1.730E+04  2.330E+04  1.211E+03  1.216E+04  9.927E+03  6.010E+03
  9.804E+02  1.562E+04  2.616E+04  8.892E+03  3.507E+03  4.443E+03  3.582E+03  5.514E+03  2.342E+04  1.181E+04
  1.592E+04  1.015E+04  6.425E+03  4.793E+04  2.702E+04  5.349E+04  3.632E+04  1.581E+04  2.012E+04  2.962E+03
  1.789E+04  1.461E+04  9.953E+03  3.898E+04  3.143E+04  1.191E+04  3.954E+04  2.611E+04  1.507E+04  1.527E+04
  9.930E+03  1.509E+04  2.229E+04  4.506E+04  2.462E+04  2.928E+04  2.708E+04  3.152E+04  3.167E+04  2.407E+04
  1.687E+04  4.635E+04  1.780E+04  1.670E+04  9.270E+03  3.406E+04  2.230E+04  1.867E+04  2.855E+04  2.125E+04
  1.531E+04  3.444E+04  1.373E+04  3.793E+04  2.804E+04  2.868E+04  2.747E+04  2.779E+04  6.122E+03  1.891E+04
  1.941E+04  1.594E+04  2.646E+04  1.276E+04  5.196E+03  1.616E+04  2.310E+04  2.138E+04  4.433E+04  2.097E+04
  1.648E+04  2.159E+04  1.376E+04  8.967E+03  7.956E+03  6.734E+03  4.659E+03  5.447E+03  1.976E+04  1.341E+04
  9.416E+03  9.416E+03  9.416E+03  9.416E+03  9.416E+03  5.390E+03  0.000E+00  8.009E+03  4.837E+03  8.174E+02
  9.415E+03  1.419E+04  1.913E+04  1.745E+04  2.210E+04  1.302E+04  5.740E+03  3.542E+03  1.721E+04  2.056E+04
  2.873E+04  1.043E+04  9.421E+03  7.742E+03  1.793E+02  7.218E+03  4.169E+03  1.167E+04  3.945E+01  1.801E+04
  9.522E+03  0.000E+00  6.189E+03  4.568E+03  2.359E+04  1.601E+04  2.604E+04  1.461E+04  1.779E+04  3.288E+04
  2.219E+04  1.696E+04  3.411E+04  2.070E+04  1.497E+04  3.097E+04  2.575E+04  4.417E+04  3.459E+04  3.732E+04
  2.658E+04  2.422E+04  2.115E+04  2.673E+03  5.781E+03  1.572E+04  1.735E+04  3.810E+04  3.311E+04  4.411E+04
  2.226E+04  3.456E+04  3.091E+04  5.030E+04  4.316E+04  3.161E+04  2.514E+04  2.507E+04  1.050E+04  5.062E+04
  2.329E+04  2.121E+04  1.509E+04  2.121E+04  3.205E+04  5.925E+04  4.324E+04  5.860E+04  3.029E+04  3.093E+04
  3.101E+04  2.931E+04  2.952E+04  5.114E+04  3.465E+04  6.105E+04  3.796E+04  3.692E+04  2.505E+04  3.892E+04
  4.305E+04  6.972E+04  2.837E+04  2.582E+04  2.117E+04  2.565E+04  7.431E+04  3.207E+04  4.054E+04  5.299E+04
  3.385E+04  4.736E+04  7.511E+04  3.460E+04  3.785E+04  5.904E+04  4.852E+04  2.748E+04  5.683E+04  5.610E+04
  5.936E+04  5.440E+04  6.467E+04  4.661E+04  5.126E+04  4.763E+04  4.152E+04  7.430E+04  5.684E+04  4.579E+04
  2.970E+04  5.577E+04  5.218E+04  5.588E+04  5.673E+04  5.185E+04  5.199E+04  8.325E+04  6.992E+04  7.442E+04
  5.696E+04  7.974E+04  2.291E+04  3.188E+04  4.016E+04  3.685E+04  5.309E+04  3.827E+04  4.965E+04  5.692E+04
  4.471E+04  4.759E+04  2.897E+04  2.673E+04  3.765E+04  4.950E+04  1.707E+04  2.999E+04  3.201E+04  1.875E+04
  1.773E+04  3.972E+04  5.963E+04  5.196E+04  4.192E+04  3.685E+04  5.490E+04  5.162E+04  5.774E+04  3.956E+04
  4.771E+04  4.905E+04  3.156E+04  5.890E+04  3.818E+04  4.883E+04  3.608E+04  3.719E+04  9.516E+04  8.596E+04
  7.072E+04  6.894E+04  8.457E+04  7.509E+04  6.054E+04  1.117E+05  1.083E+05  1.268E+05  1.220E+05  9.044E+04
  7.806E+04  1.097E+05  1.161E+05  1.127E+05  7.779E+04  1.016E+05  8.705E+04  7.347E+04  8.626E+04  1.101E+05
  7.467E+04  9.992E+04  1.136E+05  8.338E+04  1.099E+05  1.264E+05  7.478E+04  9.912E+04  7.081E+04  4.321E+04
  2.556E+04  7.543E+04  4.701E+04  6.803E+04  3.280E+04  3.717E+04  5.895E+04  5.391E+04  7.920E+04  3.248E+04
  2.193E+04  5.135E+04  3.592E+04  2.528E+04  4.631E+04  2.647E+04  6.473E+04  6.364E+04  6.466E+04  3.572E+04
  3.206E+04  5.611E+04  4.862E+04  5.051E+04  4.933E+04  8.560E+03  9.614E+03  4.006E+04  2.604E+04  3.822E+04
  2.794E+04  4.252E+03  0.000E+00  9.491E+03  1.489E+04  2.431E+04  4.468E+03  2.063E+04  1.487E+04  4.566E+04
  4.053E+04  2.520E+04  2.400E+04  2.965E+04  7.934E+03  8.273E+03  1.434E+04  2.431E+04  1.162E+04  0.000E+00
  1.571E+04  4.469E+04  3.509E+04  2.421E+04  1.728E+04  4.777E+03  9.355E+03  1.106E+04  3.042E+04  9.801E+03
  1.275E+04  5.779E+03  5.377E+03  8.236E+03  1.176E+04  2.801E+03  1.050E+04  2.056E+04  1.667E+04  2.582E+04
  1.772E+04  3.323E+04  4.297E+04  2.955E+04  2.595E+04  2.600E+04  4.331E+04  1.371E+04  1.990E+04  3.383E+04
